10.000,6.000,10.000,0.640
10.000,6.000,10.000,0.659
20.000,6.000,10.000,0.787
30.000,6.000,10.000,0.855
40.000,6.000,10.000,0.855
50.000,6.000,10.000,0.852
60.000,6.000,10.000,0.866
70.000,6.000,10.000,0.857
80.000,6.000,10.000,0.854
90.000,6.000,10.000,0.863
100.000,6.000,10.000,0.870
10.000,6.000,10.000,0.630
20.000,6.000,10.000,0.796
30.000,6.000,10.000,0.822
40.000,6.000,10.000,0.850
50.000,6.000,10.000,0.845
60.000,6.000,10.000,0.835
70.000,6.000,10.000,0.853
80.000,6.000,10.000,0.852
90.000,6.000,10.000,0.852
100.000,6.000,10.000,0.864
110.000,6.000,10.000,0.857
120.000,6.000,10.000,0.865
130.000,6.000,10.000,0.861
140.000,6.000,10.000,0.862
150.000,6.000,10.000,0.860
160.000,6.000,10.000,0.877
170.000,6.000,10.000,0.872
180.000,6.000,10.000,0.864
190.000,6.000,10.000,0.860
200.000,6.000,10.000,0.863
10.000,6.000,20.000,0.648
20.000,6.000,20.000,0.810
30.000,6.000,20.000,0.818
40.000,6.000,20.000,0.847
50.000,6.000,20.000,0.840
60.000,6.000,20.000,0.845
70.000,6.000,20.000,0.862
80.000,6.000,20.000,0.866
90.000,6.000,20.000,0.859
100.000,6.000,20.000,0.853
110.000,6.000,20.000,0.864
120.000,6.000,20.000,0.869
130.000,6.000,20.000,0.865
140.000,6.000,20.000,0.858
150.000,6.000,20.000,0.871
160.000,6.000,20.000,0.862
170.000,6.000,20.000,0.873
180.000,6.000,20.000,0.870
190.000,6.000,20.000,0.867
200.000,6.000,20.000,0.865
10.000,6.000,20.000,0.645
20.000,6.000,20.000,0.783
30.000,6.000,20.000,0.825
40.000,6.000,20.000,0.830
50.000,6.000,20.000,0.838
60.000,6.000,20.000,0.841
70.000,6.000,20.000,0.849
80.000,6.000,20.000,0.844
90.000,6.000,20.000,0.850
100.000,6.000,20.000,0.845
110.000,6.000,20.000,0.858
120.000,6.000,20.000,0.856
130.000,6.000,20.000,0.860
140.000,6.000,20.000,0.860
150.000,6.000,20.000,0.858
160.000,6.000,20.000,0.857
170.000,6.000,20.000,0.861
180.000,6.000,20.000,0.866
190.000,6.000,20.000,0.862
200.000,6.000,20.000,0.869
210.000,6.000,20.000,0.866
220.000,6.000,20.000,0.866
230.000,6.000,20.000,0.858
240.000,6.000,20.000,0.861
250.000,6.000,20.000,0.869
260.000,6.000,20.000,0.861
270.000,6.000,20.000,0.869
280.000,6.000,20.000,0.868
290.000,6.000,20.000,0.869
300.000,6.000,20.000,0.862
10.000,6.000,20.000,0.661
20.000,6.000,20.000,0.786
30.000,6.000,20.000,0.828
40.000,6.000,20.000,0.835
50.000,6.000,20.000,0.841
60.000,6.000,20.000,0.839
70.000,6.000,20.000,0.840
80.000,6.000,20.000,0.852
90.000,6.000,20.000,0.861
100.000,6.000,20.000,0.867
110.000,6.000,20.000,0.867
120.000,6.000,20.000,0.861
130.000,6.000,20.000,0.862
140.000,6.000,20.000,0.864
150.000,6.000,20.000,0.869
160.000,6.000,20.000,0.863
170.000,6.000,20.000,0.874
180.000,6.000,20.000,0.874
190.000,6.000,20.000,0.882
200.000,6.000,20.000,0.869
210.000,6.000,20.000,0.879
220.000,6.000,20.000,0.879
230.000,6.000,20.000,0.870
240.000,6.000,20.000,0.870
250.000,6.000,20.000,0.888
260.000,6.000,20.000,0.874
270.000,6.000,20.000,0.882
280.000,6.000,20.000,0.863
290.000,6.000,20.000,0.878
300.000,6.000,20.000,0.880
10.000,6.000,20.000,0.655
20.000,6.000,20.000,0.768
30.000,6.000,20.000,0.799
40.000,6.000,20.000,0.792
50.000,6.000,20.000,0.815
60.000,6.000,20.000,0.827
70.000,6.000,20.000,0.836
80.000,6.000,20.000,0.844
90.000,6.000,20.000,0.848
100.000,6.000,20.000,0.864
110.000,6.000,20.000,0.856
120.000,6.000,20.000,0.869
130.000,6.000,20.000,0.860
140.000,6.000,20.000,0.870
150.000,6.000,20.000,0.861
160.000,6.000,20.000,0.872
170.000,6.000,20.000,0.865
180.000,6.000,20.000,0.870
190.000,6.000,20.000,0.890
200.000,6.000,20.000,0.891
210.000,6.000,20.000,0.865
220.000,6.000,20.000,0.875
230.000,6.000,20.000,0.898
240.000,6.000,20.000,0.892
250.000,6.000,20.000,0.882
260.000,6.000,20.000,0.888
270.000,6.000,20.000,0.889
280.000,6.000,20.000,0.886
290.000,6.000,20.000,0.882
300.000,6.000,20.000,0.880
10.000,6.000,20.000,0.623
20.000,6.000,20.000,0.683
30.000,6.000,20.000,0.715
40.000,6.000,20.000,0.739
50.000,6.000,20.000,0.767
60.000,6.000,20.000,0.770
70.000,6.000,20.000,0.792
80.000,6.000,20.000,0.825
90.000,6.000,20.000,0.798
100.000,6.000,20.000,0.842
110.000,6.000,20.000,0.816
120.000,6.000,20.000,0.846
130.000,6.000,20.000,0.831
140.000,6.000,20.000,0.846
150.000,6.000,20.000,0.855
160.000,6.000,20.000,0.857
170.000,6.000,20.000,0.851
180.000,6.000,20.000,0.865
190.000,6.000,20.000,0.850
200.000,6.000,20.000,0.854
210.000,6.000,20.000,0.852
220.000,6.000,20.000,0.877
230.000,6.000,20.000,0.848
240.000,6.000,20.000,0.880
250.000,6.000,20.000,0.893
260.000,6.000,20.000,0.880
270.000,6.000,20.000,0.874
280.000,6.000,20.000,0.872
290.000,6.000,20.000,0.872
300.000,6.000,20.000,0.879
10.000,6.000,20.000,0.391
20.000,6.000,20.000,0.513
30.000,6.000,20.000,0.622
40.000,6.000,20.000,0.623
50.000,6.000,20.000,0.650
60.000,6.000,20.000,0.717
70.000,6.000,20.000,0.766
